time(s)	speed(km/s)	position(km)	M(r)(kg)
179000	-7411.38	-498.53	8.26692e+021
179010	-7331.5	-518.784	9.31034e+021
179020	-7248.42	-538.803	1.04237e+022
179030	-7162.19	-558.578	1.16066e+022
179040	-7072.86	-578.101	1.28582e+022
179050	-6980.46	-597.363	1.41772e+022
179060	-6885.04	-616.355	1.55623e+022
179070	-6786.66	-635.071	1.70116e+022
179080	-6685.37	-653.5	1.8523e+022
179090	-6581.21	-671.637	2.00941e+022
179100	-6474.23	-689.472	2.17221e+022
179110	-6364.49	-706.999	2.34042e+022
179120	-6252.04	-724.21	2.5137e+022
179130	-6136.94	-741.097	2.6917e+022
179140	-6019.24	-757.653	2.87405e+022
179150	-5899	-773.873	3.06036e+022
179160	-5776.28	-789.747	3.25019e+022
179170	-5651.13	-805.271	3.44313e+022
179180	-5523.62	-820.437	3.6387e+022
179190	-5393.79	-835.24	3.83644e+022
179200	-5261.72	-849.672	4.03587e+022
179210	-5127.47	-863.729	4.23648e+022
179220	-4991.09	-877.404	4.43778e+022
179230	-4852.65	-890.691	4.63924e+022
179240	-4712.21	-903.585	4.84035e+022
179250	-4569.84	-916.082	5.04057e+022
179260	-4425.59	-928.175	5.23938e+022
179270	-4279.54	-939.859	5.43625e+022
179280	-4131.74	-951.131	5.63065e+022
179290	-3982.27	-961.985	5.82205e+022
179300	-3831.18	-972.418	6.00994e+022
179310	-3678.54	-982.424	6.19381e+022
179320	-3524.42	-992	6.37314e+022
179330	-3368.89	-1001.14	6.54744e+022
179340	-3212.01	-1009.85	6.71624e+022
179350	-3053.84	-1018.11	6.87906e+022
179360	-2894.46	-1025.93	7.03545e+022
179370	-2733.93	-1033.3	7.18497e+022
179380	-2572.33	-1040.22	7.32721e+022
179390	-2409.7	-1046.69	7.46176e+022
179400	-2246.13	-1052.7	7.58825e+022
179410	-2081.69	-1058.25	7.70633e+022
179420	-1916.43	-1063.35	7.81565e+022
179430	-1750.43	-1067.98	7.91592e+022
179440	-1583.76	-1072.15	8.00685e+022
179450	-1416.48	-1075.85	8.08819e+022
179460	-1248.66	-1079.09	8.1597e+022
179470	-1080.37	-1081.85	8.22119e+022
179480	-911.676	-1084.15	8.27248e+022
179490	-742.651	-1085.98	8.31343e+022
179500	-573.362	-1087.34	8.34392e+022
179510	-403.875	-1088.22	8.36386e+022
179520	-234.26	-1088.64	8.37322e+022
179530	-64.5849	-1088.58	8.37195e+022
179540	105.082	-1088.05	8.36007e+022
179550	274.673	-1087.06	8.3376e+022
179560	444.119	-1085.59	8.30463e+022
179570	613.352	-1083.65	8.26124e+022
179580	782.303	-1081.24	8.20756e+022
179590	950.905	-1078.36	8.14374e+022
179600	1119.09	-1075.02	8.06997e+022
179610	1286.79	-1071.22	7.98645e+022
179620	1453.93	-1066.94	7.89344e+022
179630	1620.46	-1062.21	7.79118e+022
179640	1786.29	-1057.02	7.67998e+022
179650	1951.37	-1051.37	7.56014e+022
179660	2115.62	-1045.27	7.43202e+022
179670	2278.98	-1038.71	7.29596e+022
179680	2441.38	-1031.7	7.15236e+022
179690	2602.76	-1024.25	7.00162e+022
179700	2763.04	-1016.35	6.84416e+022
179710	2922.16	-1008.01	6.68041e+022
179720	3080.05	-999.236	6.51085e+022
179730	3236.66	-990.027	6.33593e+022
179740	3391.9	-980.39	6.15614e+022
179750	3545.72	-970.327	5.97198e+022
179760	3698.04	-959.843	5.78395e+022
179770	3848.81	-948.943	5.59256e+022
179780	3997.96	-937.63	5.39832e+022
179790	4145.43	-925.91	5.20177e+022
179800	4291.14	-913.788	5.00342e+022
179810	4435.05	-901.268	4.8038e+022
179820	4577.07	-888.357	4.60344e+022
179830	4717.16	-875.059	4.40284e+022
179840	4855.25	-861.381	4.20253e+022
179850	4991.27	-847.327	4.00301e+022
179860	5125.17	-832.905	3.80479e+022
179870	5256.89	-818.119	3.60835e+022
179880	5386.36	-802.977	3.41416e+022
179890	5513.52	-787.485	3.22269e+022
179900	5638.32	-771.65	3.03437e+022
179910	5760.71	-755.478	2.84965e+022
179920	5880.61	-738.976	2.66891e+022
179930	5997.99	-722.152	2.49256e+022
179940	6112.77	-705.013	2.32094e+022
179950	6224.91	-687.566	2.15441e+022
179960	6334.36	-669.818	1.99327e+022
179970	6441.05	-651.778	1.83782e+022
179980	6544.95	-633.454	1.6883e+022
179990	6645.99	-614.852	1.54496e+022
180000	6744.14	-595.982	1.40798e+022
180010	6839.33	-576.852	1.27756e+022
180020	6931.54	-557.47	1.15381e+022
180030	7020.7	-537.844	1.03685e+022
180040	7106.78	-517.983	9.26752e+021
180050	7189.73	-497.897	8.23562e+021
180060	7269.51	-477.593	7.27289e+021
180070	7346.09	-457.08	6.3791e+021
180080	7419.41	-436.369	5.55369e+021
180090	7489.46	-415.468	4.7958e+021
180100	7556.18	-394.386	4.10424e+021
180110	7619.55	-373.132	3.4775e+021
180120	7679.54	-351.717	2.9138e+021
180130	7736.1	-330.149	2.41101e+021
180140	7789.23	-308.439	1.96677e+021
180150	7838.87	-286.595	1.57841e+021
180160	7885.02	-264.628	1.24302e+021
180170	7927.65	-242.548	9.57429e+020
180180	7966.74	-220.364	7.18236e+020
180190	8002.26	-198.086	5.21828e+020
180200	8034.2	-175.724	3.64393e+020
180210	8062.54	-153.289	2.41937e+020
180220	8087.26	-130.79	1.50306e+020
180230	8108.37	-108.237	8.52029e+019
180240	8125.83	-85.6413	4.22114e+019
180250	8139.65	-63.012	1.68148e+019
180260	8149.82	-40.3595	4.41864e+018
180270	8156.34	-17.6939	3.72341e+017
180280	8159.19	4.97449	8.27406e+015
180290	8158.39	27.6356	1.41863e+018
180300	8153.93	50.2792	8.54292e+018
180310	8145.82	72.8952	2.60317e+019
180320	8134.05	95.4734	5.84795e+019
180330	8118.64	118.004	1.10403e+020
180340	8099.6	140.476	1.86221e+020
180350	8076.94	162.881	2.90229e+020
180360	8050.67	185.207	4.26585e+020
180370	8020.8	207.446	5.99284e+020
180380	7987.36	229.586	8.12143e+020
180390	7950.35	251.619	1.06878e+021
180400	7909.81	273.535	1.37261e+021
180410	7865.76	295.323	1.72679e+021
180420	7818.21	316.974	2.13427e+021
180430	7767.19	338.479	2.59771e+021
180440	7712.74	359.827	3.11952e+021
180450	7654.88	381.011	3.70181e+021
180460	7593.64	402.019	4.3464e+021
180470	7529.05	422.843	5.05484e+021
180480	7461.16	443.474	5.82834e+021
180490	7389.99	463.903	6.6678e+021
180500	7315.58	484.121	7.57382e+021
180510	7237.97	504.119	8.54668e+021
180520	7157.21	523.888	9.58631e+021
180530	7073.32	543.419	1.06924e+022
180540	6986.37	562.705	1.18642e+022
180550	6896.38	581.737	1.31007e+022
180560	6803.42	600.506	1.44006e+022
180570	6707.51	619.005	1.57623e+022
180580	6608.72	637.225	1.71839e+022
180590	6507.09	655.159	1.86632e+022
180600	6402.67	672.799	2.01976e+022
180610	6295.51	690.138	2.17845e+022
180620	6185.67	707.168	2.34208e+022
180630	6073.19	723.882	2.51032e+022
180640	5958.14	740.272	2.68282e+022
180650	5840.57	756.333	2.85922e+022
180660	5720.53	772.056	3.03911e+022
180670	5598.09	787.437	3.2221e+022
180680	5473.29	802.467	3.40773e+022
180690	5346.2	817.141	3.59559e+022
180700	5216.88	831.453	3.7852e+022
180710	5085.39	845.396	3.97609e+022
180720	4951.78	858.965	4.16779e+022
180730	4816.12	872.155	4.3598e+022
180740	4678.47	884.96	4.55163e+022
180750	4538.9	897.374	4.74278e+022
180760	4397.45	909.393	4.93274e+022
180770	4254.21	921.011	5.12101e+022
180780	4109.23	932.224	5.30707e+022
180790	3962.57	943.027	5.49044e+022
180800	3814.3	953.417	5.67061e+022
180810	3664.48	963.388	5.84709e+022
180820	3513.19	972.937	6.01939e+022
180830	3360.47	982.059	6.18704e+022
180840	3206.41	990.752	6.34958e+022
180850	3051.06	999.011	6.50655e+022
180860	2894.49	1006.83	6.65751e+022
180870	2736.77	1014.22	6.80205e+022
180880	2577.96	1021.16	6.93976e+022
180890	2418.13	1027.65	7.07024e+022
180900	2257.35	1033.7	7.19314e+022
180910	2095.68	1039.3	7.30811e+022
180920	1933.2	1044.44	7.41483e+022
180930	1769.96	1049.13	7.51298e+022
180940	1606.03	1053.36	7.6023e+022
180950	1441.49	1057.14	7.68254e+022
180960	1276.39	1060.46	7.75346e+022
180970	1110.81	1063.31	7.81487e+022
180980	944.82	1065.71	7.86659e+022
180990	778.477	1067.64	7.90847e+022
181000	611.853	1069.11	7.94041e+022
181010	445.014	1070.11	7.9623e+022
181020	278.03	1070.65	7.9741e+022
181030	110.967	1070.73	7.97577e+022
181040	-56.1068	1070.34	7.9673e+022
181050	-223.124	1069.49	7.94872e+022
181060	-390.018	1068.17	7.92009e+022
181070	-556.72	1066.39	7.88148e+022
181080	-723.164	1064.15	7.83303e+022
181090	-889.281	1061.45	7.77485e+022
181100	-1055	1058.29	7.70713e+022
181110	-1220.27	1054.67	7.63005e+022
181120	-1385	1050.6	7.54383e+022
181130	-1549.14	1046.07	7.44874e+022
181140	-1712.62	1041.08	7.34502e+022
181150	-1875.37	1035.65	7.23299e+022
181160	-2037.32	1029.76	7.11295e+022
181170	-2198.41	1023.43	6.98525e+022
181180	-2358.57	1016.66	6.85026e+022
181190	-2517.74	1009.44	6.70835e+022
181200	-2675.84	1001.79	6.55991e+022
181210	-2832.82	993.703	6.40538e+022
181220	-2988.61	985.185	6.24517e+022
181230	-3143.13	976.239	6.07974e+022
181240	-3296.34	966.87	5.90955e+022
181250	-3448.15	957.081	5.73505e+022
181260	-3598.51	946.876	5.55675e+022
181270	-3747.35	936.26	5.37511e+022
181280	-3894.61	925.237	5.19063e+022
181290	-4040.23	913.812	5.00381e+022
181300	-4184.14	901.99	4.81516e+022
181310	-4326.27	889.775	4.62517e+022
181320	-4466.57	877.173	4.43433e+022
181330	-4604.98	864.189	4.24316e+022
181340	-4741.42	850.829	4.05214e+022
181350	-4875.85	837.098	3.86175e+022
181360	-5008.2	823.003	3.67248e+022
181370	-5138.42	808.548	3.48479e+022
181380	-5266.43	793.742	3.29914e+022
181390	-5392.19	778.589	3.11598e+022
181400	-5515.63	763.096	2.93572e+022
181410	-5636.71	747.27	2.75878e+022
181420	-5755.35	731.118	2.58556e+022
181430	-5871.52	714.647	2.41642e+022
181440	-5985.14	697.864	2.25172e+022
181450	-6096.18	680.776	2.09179e+022
181460	-6204.57	663.391	1.93693e+022
181470	-6310.27	645.715	1.78742e+022
181480	-6413.22	627.758	1.64352e+022
181490	-6513.38	609.526	1.50544e+022
181500	-6610.7	591.028	1.3734e+022
181510	-6705.12	572.271	1.24756e+022
181520	-6796.6	553.265	1.12805e+022
181530	-6885.11	534.017	1.01499e+022
181540	-6970.58	514.535	9.08463e+021
181550	-7052.99	494.829	8.08507e+021
181560	-7132.29	474.907	7.15143e+021
181570	-7208.44	454.778	6.28356e+021
181580	-7281.4	434.45	5.48102e+021
181590	-7351.14	413.934	4.74305e+021
181600	-7417.62	393.237	4.06858e+021
181610	-7480.81	372.369	3.45627e+021
181620	-7540.67	351.34	2.90445e+021
181630	-7597.18	330.158	2.4112e+021
181640	-7650.3	308.833	1.97431e+021
181650	-7700.01	287.375	1.59132e+021
181660	-7746.29	265.793	1.25949e+021
181670	-7789.1	244.098	9.7588e+020
181680	-7828.44	222.297	7.37292e+020
181690	-7864.27	200.402	5.40337e+020
181700	-7896.58	178.423	3.81428e+020
181710	-7925.35	156.368	2.56803e+020
181720	-7950.58	134.248	1.62541e+020
181730	-7972.24	112.073	9.45823e+019
181740	-7990.32	89.8521	4.87477e+019
181750	-8004.82	67.5963	2.0758e+019
181760	-8015.73	45.3153	6.25433e+018
181770	-8023.05	23.0189	8.19821e+017
181780	-8026.76	0.717142	2.47908e+013
181790	-8026.88	-21.5799	6.75486e+017
181800	-8023.39	-43.8623	5.67182e+018
181810	-8016.31	-66.12	1.94274e+019
181820	-8005.64	-88.3431	4.6333e+019
181830	-7991.39	-110.522	9.07104e+019
181840	-7973.55	-132.646	1.56792e+020
181850	-7952.15	-154.705	2.48702e+020
181860	-7927.19	-176.69	3.70434e+020
181870	-7898.7	-198.592	5.25834e+020
181880	-7866.68	-220.399	7.18583e+020
181890	-7831.15	-242.103	9.52179e+020
181900	-7792.14	-263.694	1.22992e+021
181910	-7749.66	-285.161	1.55488e+021
181920	-7703.74	-306.497	1.92993e+021
181930	-7654.4	-327.691	2.35766e+021
181940	-7601.67	-348.733	2.84044e+021
181950	-7545.58	-369.615	3.38036e+021
181960	-7486.16	-390.328	3.97922e+021
181970	-7423.44	-410.861	4.63856e+021
181980	-7357.44	-431.207	5.35962e+021
181990	-7288.22	-451.356	6.14335e+021
182000	-7215.8	-471.299	6.99038e+021
182010	-7140.22	-491.028	7.90106e+021
182020	-7061.52	-510.534	8.87543e+021
182030	-6979.74	-529.809	9.9132e+021
182040	-6894.93	-548.843	1.10138e+022
182050	-6807.12	-567.63	1.21764e+022
182060	-6716.36	-586.161	1.33998e+022
182070	-6622.7	-604.427	1.46825e+022
182080	-6526.19	-622.421	1.60227e+022
182090	-6426.86	-640.136	1.74185e+022
182100	-6324.78	-657.563	1.88676e+022
182110	-6219.98	-674.695	2.03673e+022
182120	-6112.53	-691.525	2.19149e+022
182130	-6002.47	-708.046	2.35072e+022
182140	-5889.87	-724.25	2.51411e+022
182150	-5774.76	-740.131	2.68131e+022
182160	-5657.21	-755.682	2.85193e+022
182170	-5537.27	-770.897	3.0256e+022
182180	-5415	-785.769	3.20191e+022
182190	-5290.46	-800.292	3.38045e+022
182200	-5163.71	-814.459	3.56077e+022
182210	-5034.79	-828.266	3.74242e+022
182220	-4903.78	-841.705	3.92497e+022
182230	-4770.73	-854.773	4.10793e+022
182240	-4635.71	-867.462	4.29083e+022
182250	-4498.77	-879.768	4.47321e+022
182260	-4359.97	-891.687	4.65457e+022
182270	-4219.38	-903.212	4.83444e+022
182280	-4077.06	-914.339	5.01234e+022
182290	-3933.08	-925.065	5.18777e+022
182300	-3787.49	-935.383	5.36028e+022
182310	-3640.36	-945.291	5.52937e+022
182320	-3491.75	-954.784	5.6946e+022
182330	-3341.73	-963.858	5.8555e+022
182340	-3190.37	-972.51	6.01163e+022
182350	-3037.72	-980.736	6.16255e+022
182360	-2883.85	-988.533	6.30784e+022
182370	-2728.83	-995.898	6.44709e+022
182380	-2572.72	-1002.83	6.57992e+022
182390	-2415.59	-1009.32	6.70594e+022
182400	-2257.5	-1015.37	6.82481e+022
182410	-2098.52	-1020.98	6.93619e+022
182420	-1938.72	-1026.14	7.03976e+022
182430	-1778.16	-1030.86	7.13523e+022
182440	-1616.91	-1035.13	7.22233e+022
182450	-1455.03	-1038.94	7.30082e+022
182460	-1292.6	-1042.31	7.37046e+022
182470	-1129.67	-1045.22	7.43107e+022
182480	-966.316	-1047.68	7.48247e+022
182490	-802.603	-1049.68	7.52451e+022
182500	-638.597	-1051.23	7.55709e+022
182510	-474.366	-1052.31	7.5801e+022
182520	-309.975	-1052.95	7.59348e+022
182530	-145.492	-1053.12	7.5972e+022
182540	19.0166	-1052.84	7.59125e+022
182550	183.484	-1052.1	7.57564e+022
182560	347.844	-1050.91	7.55043e+022
182570	512.029	-1049.26	7.51568e+022
182580	675.974	-1047.15	7.4715e+022
182590	839.61	-1044.59	7.41802e+022
182600	1002.87	-1041.58	7.35539e+022
182610	1165.69	-1038.12	7.28379e+022
182620	1328.01	-1034.2	7.20343e+022
182630	1489.75	-1029.84	7.11454e+022
182640	1650.85	-1025.03	7.01738e+022
182650	1811.25	-1019.78	6.91222e+022
182660	1970.87	-1014.08	6.79935e+022
182670	2129.66	-1007.94	6.67912e+022
182680	2287.55	-1001.37	6.55184e+022
182690	2444.46	-994.362	6.41789e+022
182700	2600.34	-986.923	6.27765e+022
182710	2755.13	-979.055	6.1315e+022
182720	2908.75	-970.761	5.97985e+022
182730	3061.14	-962.046	5.82314e+022
182740	3212.24	-952.914	5.6618e+022
182750	3361.98	-943.367	5.49627e+022
182760	3510.3	-933.41	5.32701e+022
182770	3657.13	-923.047	5.15448e+022
182780	3802.42	-912.283	4.97915e+022
182790	3946.1	-901.122	4.80151e+022
182800	4088.1	-889.569	4.62201e+022
182810	4228.37	-877.629	4.44115e+022
182820	4366.85	-865.307	4.2594e+022
182830	4503.46	-852.607	4.07723e+022
182840	4638.16	-839.536	3.89512e+022
182850	4770.88	-826.1	3.71353e+022
182860	4901.56	-812.303	3.53292e+022
182870	5030.15	-798.151	3.35374e+022
182880	5156.58	-783.652	3.17642e+022
182890	5280.8	-768.811	3.00139e+022
182900	5402.75	-753.634	2.82906e+022
182910	5522.37	-738.128	2.65982e+022
182920	5639.61	-722.299	2.49406e+022
182930	5754.42	-706.155	2.33213e+022
182940	5866.73	-689.703	2.17437e+022
182950	5976.51	-672.949	2.0211e+022
182960	6083.69	-655.901	1.87261e+022
182970	6188.23	-638.566	1.72918e+022
182980	6290.07	-620.952	1.59104e+022
182990	6389.16	-603.067	1.45843e+022
183000	6485.47	-584.918	1.33153e+022
183010	6578.93	-566.513	1.21051e+022
183020	6669.52	-547.861	1.09551e+022
183030	6757.17	-528.969	9.86643e+021
183040	6841.85	-509.847	8.83981e+021
183050	6923.52	-490.501	7.87578e+021
183060	7002.14	-470.942	6.97456e+021
183070	7077.66	-451.177	6.13607e+021
183080	7150.05	-431.215	5.35992e+021
183090	7219.28	-411.065	4.64545e+021
183100	7285.3	-390.737	3.9917e+021
183110	7348.09	-370.238	3.39742e+021
183120	7407.61	-349.579	2.8611e+021
183130	7463.84	-328.768	2.38094e+021
183140	7516.74	-307.814	1.95487e+021
183150	7566.29	-286.728	1.58061e+021
183160	7612.46	-265.518	1.25559e+021
183170	7655.23	-244.194	9.77038e+020
183180	7694.58	-222.766	7.41958e+020
183190	7730.49	-201.242	5.47154e+020
183200	7762.93	-179.634	3.89243e+020
183210	7791.9	-157.949	2.6467e+020
183220	7817.38	-136.199	1.69729e+020
183230	7839.35	-114.392	1.00576e+020
183240	7857.81	-92.5394	5.3253e+019
183250	7872.75	-70.65	2.36998e+019
183260	7884.15	-48.7337	7.77915e+018
183270	7892.02	-26.8005	1.29388e+018
183280	7896.34	-4.86023	7.71694e+015
183290	7897.13	17.0773	3.34757e+017
183300	7894.37	39.0023	3.98772e+018
183310	7888.07	60.9049	1.51839e+019
183320	7878.24	82.7752	3.81142e+019
183330	7864.88	104.604	7.69081e+019
183340	7848	126.38	1.35614e+020
183350	7827.61	148.095	2.18179e+020
183360	7803.72	169.739	3.28433e+020
183370	7776.35	191.302	4.70068e+020
183380	7745.5	212.774	6.46619e+020
183390	7711.2	234.147	8.61453e+020
183400	7673.46	255.409	1.11775e+021
183410	7632.31	276.553	1.41848e+021
183420	7587.77	297.568	1.76642e+021
183430	7539.86	318.446	2.16408e+021
183440	7488.61	339.177	2.61378e+021
183450	7434.05	359.751	3.11753e+021
183460	7376.2	380.16	3.67714e+021
183470	7315.1	400.395	4.29411e+021
183480	7250.77	420.447	4.96967e+021
183490	7183.25	440.306	5.70479e+021
183500	7112.59	459.965	6.50013e+021
183510	7038.8	479.415	7.35609e+021
183520	6961.94	498.647	8.27274e+021
183530	6882.04	517.653	9.24989e+021
183540	6799.14	536.424	1.02871e+022
183550	6713.28	554.953	1.13835e+022
183560	6624.51	573.231	1.2538e+022
183570	6532.88	591.251	1.37494e+022
183580	6438.42	609.004	1.50161e+022
183590	6341.19	626.483	1.6336e+022
183600	6241.23	643.681	1.77072e+022
183610	6138.59	660.59	1.91271e+022
183620	6033.33	677.203	2.05932e+022
183630	5925.49	693.513	2.21026e+022
183640	5815.13	709.513	2.36523e+022
183650	5702.29	725.196	2.52388e+022
183660	5587.04	740.556	2.68587e+022
183670	5469.42	755.585	2.85084e+022
183680	5349.5	770.278	3.01841e+022
183690	5227.33	784.629	3.18817e+022
183700	5102.96	798.631	3.35971e+022
183710	4976.46	812.279	3.53262e+022
183720	4847.87	825.567	3.70645e+022
183730	4717.27	838.489	3.88076e+022
183740	4584.71	851.04	4.05511e+022
183750	4450.25	863.215	4.22904e+022
183760	4313.95	875.009	4.40209e+022
183770	4175.87	886.417	4.5738e+022
183780	4036.08	897.434	4.74372e+022
183790	3894.62	908.056	4.91137e+022
183800	3751.58	918.278	5.07631e+022
183810	3607	928.097	5.23809e+022
183820	3460.96	937.508	5.39625e+022
183830	3313.52	946.507	5.55037e+022
183840	3164.73	955.091	5.70001e+022
183850	3014.66	963.257	5.84475e+022
183860	2863.38	971.001	5.9842e+022
183870	2710.96	978.32	6.11796e+022
183880	2557.45	985.21	6.24565e+022
183890	2402.92	991.671	6.36692e+022
183900	2247.43	997.697	6.48142e+022
183910	2091.06	1003.29	6.58882e+022
183920	1933.86	1008.44	6.68883e+022
183930	1775.9	1013.16	6.78115e+022
183940	1617.25	1017.43	6.86554e+022
183950	1457.97	1021.26	6.94174e+022
183960	1298.13	1024.64	7.00954e+022
183970	1137.79	1027.58	7.06874e+022
183980	977.019	1030.07	7.11919e+022
183990	815.883	1032.11	7.16074e+022
184000	654.448	1033.71	7.19326e+022
184010	492.78	1034.85	7.21667e+022
184020	330.943	1035.54	7.2309e+022
184030	169.005	1035.79	7.23592e+022
184040	7.03153	1035.58	7.2317e+022
184050	-154.912	1034.93	7.21828e+022
184060	-316.76	1033.82	7.19567e+022
184070	-478.446	1032.27	7.16396e+022
184080	-639.904	1030.27	7.12323e+022
184090	-801.069	1027.82	7.07361e+022
184100	-961.874	1024.92	7.01523e+022
184110	-1122.26	1021.58	6.94827e+022
184120	-1282.15	1017.8	6.87292e+022
184130	-1441.48	1013.57	6.78939e+022
184140	-1600.19	1008.91	6.69794e+022
184150	-1758.22	1003.81	6.59881e+022
184160	-1915.49	998.267	6.49229e+022
184170	-2071.95	992.294	6.3787e+022
184180	-2227.53	985.89	6.25834e+022
184190	-2382.16	979.058	6.13157e+022
184200	-2535.78	971.801	5.99873e+022
184210	-2688.33	964.122	5.86022e+022
184220	-2839.73	956.023	5.7164e+022
184230	-2989.93	947.509	5.5677e+022
184240	-3138.87	938.583	5.41452e+022
184250	-3286.48	929.249	5.25729e+022
184260	-3432.69	919.511	5.09644e+022
184270	-3577.45	909.372	4.93241e+022
184280	-3720.69	898.838	4.76566e+022
184290	-3862.36	887.913	4.59664e+022
184300	-4002.38	876.6	4.42579e+022
184310	-4140.7	864.906	4.25358e+022
184320	-4277.25	852.835	4.08046e+022
184330	-4411.98	840.393	3.90689e+022
184340	-4544.83	827.584	3.73331e+022
184350	-4675.74	814.414	3.56018e+022
184360	-4804.65	800.889	3.38792e+022
184370	-4931.5	787.014	3.21697e+022
184380	-5056.23	772.795	3.04775e+022
