time(s)	speed(km/s)	position(km)	M(r)(kg)
924170	-1.96164	-0.0395861	4.16966e+009
924180	-1.95525	-0.0450085	6.12853e+009
924190	-1.94799	-0.0504094	8.61013e+009
924200	-1.93985	-0.0557866	1.16698e+010
924210	-1.93085	-0.0611376	1.53603e+010
924220	-1.92098	-0.0664599	1.97312e+010
924230	-1.91025	-0.0717513	2.48292e+010
924240	-1.89867	-0.0770093	3.06975e+010
924250	-1.88624	-0.0822315	3.73757e+010
924260	-1.87296	-0.0874158	4.48997e+010
924270	-1.85885	-0.0925596	5.33015e+010
924280	-1.84391	-0.0976609	6.26088e+010
924290	-1.82814	-0.102717	7.28455e+010
924300	-1.81156	-0.107726	8.40308e+010
924310	-1.79417	-0.112686	9.61796e+010
924320	-1.77598	-0.117594	1.09302e+011
924330	-1.757	-0.122448	1.23404e+011
924340	-1.73724	-0.127246	1.38487e+011
924350	-1.71669	-0.131986	1.54547e+011
924360	-1.69539	-0.136666	1.71576e+011
924370	-1.67333	-0.141284	1.89562e+011
924380	-1.65052	-0.145837	2.08485e+011
924390	-1.62698	-0.150324	2.28326e+011
924400	-1.60271	-0.154742	2.49056e+011
924410	-1.57774	-0.15909	2.70645e+011
924420	-1.55205	-0.163365	2.93058e+011
924430	-1.52568	-0.167567	3.16255e+011
924440	-1.49863	-0.171692	3.40192e+011
924450	-1.47092	-0.175739	3.64822e+011
924460	-1.44255	-0.179707	3.90094e+011
924470	-1.41354	-0.183593	4.15953e+011
924480	-1.3839	-0.187396	4.42341e+011
924490	-1.35365	-0.191114	4.69196e+011
924500	-1.3228	-0.194746	4.96455e+011
924510	-1.29137	-0.198289	5.24051e+011
924520	-1.25936	-0.201743	5.51914e+011
924530	-1.22679	-0.205106	5.79973e+011
924540	-1.19368	-0.208376	6.08155e+011
924550	-1.16005	-0.211551	6.36386e+011
924560	-1.1259	-0.214631	6.64589e+011
924570	-1.09125	-0.217614	6.92687e+011
924580	-1.05612	-0.220499	7.20602e+011
924590	-1.02053	-0.223285	7.48257e+011
924600	-0.984486	-0.225969	7.75572e+011
924610	-0.948009	-0.228552	8.02471e+011
924620	-0.911115	-0.231032	8.28874e+011
924630	-0.873821	-0.233407	8.54705e+011
924640	-0.836144	-0.235677	8.79889e+011
924650	-0.7981	-0.237842	9.04351e+011
924660	-0.759707	-0.239898	9.28018e+011
924670	-0.720981	-0.241847	9.5082e+011
924680	-0.681941	-0.243687	9.72688e+011
924690	-0.642604	-0.245418	9.93556e+011
924700	-0.602988	-0.247038	1.01336e+012
924710	-0.56311	-0.248547	1.03204e+012
924720	-0.522989	-0.249944	1.04954e+012
924730	-0.482642	-0.251228	1.06581e+012
924740	-0.442088	-0.2524	1.08079e+012
924750	-0.401345	-0.253458	1.09444e+012
924760	-0.36043	-0.254403	1.10672e+012
924770	-0.319364	-0.255233	1.11759e+012
924780	-0.278163	-0.255948	1.12702e+012
924790	-0.236847	-0.256549	1.13497e+012
924800	-0.195434	-0.257034	1.14142e+012
924810	-0.153943	-0.257404	1.14636e+012
924820	-0.112391	-0.257658	1.14976e+012
924830	-0.0707993	-0.257797	1.15162e+012
924840	-0.0291847	-0.257821	1.15193e+012
924850	0.0124337	-0.257728	1.1507e+012
924860	0.0540372	-0.25752	1.14791e+012
924870	0.0956071	-0.257197	1.1436e+012
924880	0.137125	-0.256759	1.13776e+012
924890	0.178572	-0.256205	1.13041e+012
924900	0.219929	-0.255537	1.12159e+012
924910	0.261179	-0.254754	1.11131e+012
924920	0.302302	-0.253857	1.09962e+012
924930	0.343281	-0.252847	1.08654e+012
924940	0.384096	-0.251723	1.07212e+012
924950	0.42473	-0.250487	1.0564e+012
924960	0.465165	-0.249138	1.03943e+012
924970	0.505382	-0.247679	1.02127e+012
924980	0.545363	-0.246108	1.00196e+012
924990	0.585091	-0.244428	9.8158e+011
925000	0.624547	-0.242638	9.60177e+011
925010	0.663715	-0.24074	9.3782e+011
925020	0.702576	-0.238735	9.14576e+011
925030	0.741113	-0.236622	8.90515e+011
925040	0.77931	-0.234405	8.65709e+011
925050	0.817148	-0.232082	8.40232e+011
925060	0.854612	-0.229656	8.14158e+011
925070	0.891684	-0.227128	7.87562e+011
925080	0.928348	-0.224498	7.60523e+011
925090	0.964587	-0.221768	7.33116e+011
925100	1.00039	-0.21894	7.05421e+011
925110	1.03573	-0.216014	6.77514e+011
925120	1.0706	-0.212991	6.49472e+011
925130	1.10498	-0.209874	6.21372e+011
925140	1.13886	-0.206664	5.9329e+011
925150	1.17222	-0.203361	5.65299e+011
925160	1.20505	-0.199968	5.37474e+011
925170	1.23733	-0.196486	5.09884e+011
925180	1.26904	-0.192917	4.826e+011
925190	1.30018	-0.189262	4.55687e+011
925200	1.33074	-0.185523	4.29211e+011
925210	1.36068	-0.181702	4.03232e+011
925220	1.39001	-0.1778	3.77808e+011
925230	1.41872	-0.17382	3.52996e+011
925240	1.44677	-0.169762	3.28847e+011
925250	1.47418	-0.165629	3.05409e+011
925260	1.50091	-0.161422	2.82726e+011
925270	1.52697	-0.157145	2.60839e+011
925280	1.55234	-0.152797	2.39785e+011
925290	1.577	-0.148383	2.19595e+011
925300	1.60096	-0.143902	2.00298e+011
925310	1.62419	-0.139358	1.81917e+011
925320	1.64668	-0.134753	1.64471e+011
925330	1.66843	-0.130088	1.47975e+011
925340	1.68943	-0.125366	1.32439e+011
925350	1.70967	-0.120589	1.17868e+011
925360	1.72914	-0.115759	1.04264e+011
925370	1.74782	-0.110878	9.16236e+010
925380	1.76572	-0.105948	7.99381e+010
925390	1.78282	-0.100972	6.91955e+010
925400	1.79912	-0.0959519	5.93792e+010
925410	1.81461	-0.0908898	5.04683e+010
925420	1.82928	-0.085788	4.24379e+010
925430	1.84313	-0.080649	3.52591e+010
925440	1.85615	-0.0754749	2.8899e+010
925450	1.86833	-0.0702682	2.33212e+010
925460	1.87968	-0.0650311	1.84858e+010
925470	1.89017	-0.0597661	1.43495e+010
925480	1.89982	-0.0544754	1.08661e+010
925490	1.90862	-0.0491615	7.98635e+009
925500	1.91655	-0.0438267	5.65835e+009
925510	1.92363	-0.0384735	3.82787e+009
925520	1.92984	-0.0331042	2.4385e+009
925530	1.93518	-0.0277213	1.4319e+009
925540	1.93965	-0.0223271	7.4812e+008
925550	1.94326	-0.0169242	3.25833e+008
925560	1.94599	-0.0115148	1.02624e+008
925570	1.94785	-0.00610156	1.52685e+007
925580	1.94883	-0.000686761	21771.6
925590	1.94895	0.00472713	7.10014e+006
925600	1.94818	0.0101377	7.00311e+007
925610	1.94655	0.0155425	2.52369e+008
925620	1.94404	0.0209391	6.1709e+008
925630	1.94066	0.0263251	1.22627e+009
925640	1.93641	0.0316981	2.1408e+009
925650	1.93129	0.0370557	3.42011e+009
925660	1.92531	0.0423955	5.12193e+009
925670	1.91847	0.0477151	7.30198e+009
925680	1.91076	0.053012	1.00138e+010
925690	1.90221	0.0582841	1.33083e+010
925700	1.8928	0.0635288	1.7234e+010
925710	1.88254	0.0687438	2.18361e+010
925720	1.87145	0.0739269	2.71569e+010
925730	1.85951	0.0790756	3.32354e+010
925740	1.84675	0.0841877	4.0107e+010
925750	1.83316	0.0892609	4.78034e+010
925760	1.81875	0.094293	5.63524e+010
925770	1.80353	0.0992817	6.57781e+010
925780	1.7875	0.104225	7.61002e+010
925790	1.77068	0.10912	8.73344e+010
925800	1.75306	0.113965	9.94921e+010
925810	1.73467	0.118758	1.1258e+011
925820	1.71549	0.123497	1.26602e+011
925830	1.69556	0.128179	1.41554e+011
925840	1.67487	0.132802	1.57432e+011
925850	1.65343	0.137366	1.74224e+011
925860	1.63126	0.141866	1.91915e+011
925870	1.60836	0.146302	2.10486e+011
925880	1.58474	0.150671	2.29913e+011
925890	1.56042	0.154972	2.50169e+011
925900	1.5354	0.159202	2.71219e+011
925910	1.5097	0.16336	2.9303e+011
925920	1.48333	0.167444	3.1556e+011
925930	1.4563	0.171452	3.38765e+011
925940	1.42863	0.175382	3.62598e+011
925950	1.40032	0.179232	3.87008e+011
925960	1.37138	0.183001	4.11942e+011
925970	1.34184	0.186687	4.3734e+011
925980	1.31171	0.190289	4.63145e+011
925990	1.28099	0.193805	4.89292e+011
926000	1.24971	0.197233	5.15718e+011
926010	1.21787	0.200572	5.42353e+011
926020	1.18549	0.20382	5.69131e+011
926030	1.15259	0.206976	5.9598e+011
926040	1.11918	0.210038	6.22828e+011
926050	1.08527	0.213006	6.49602e+011
926060	1.05089	0.215877	6.76228e+011
926070	1.01604	0.218651	7.02632e+011
926080	0.980746	0.221326	7.2874e+011
926090	0.945018	0.223902	7.54476e+011
926100	0.908875	0.226376	7.79768e+011
926110	0.872333	0.228748	8.04542e+011
926120	0.835407	0.231018	8.28724e+011
926130	0.798116	0.233183	8.52245e+011
926140	0.760474	0.235243	8.75033e+011
926150	0.722501	0.237197	8.97022e+011
926160	0.684211	0.239045	9.18145e+011
926170	0.645624	0.240785	9.38339e+011
926180	0.606755	0.242416	9.57542e+011
926190	0.567624	0.243938	9.75695e+011
926200	0.528246	0.245351	9.92745e+011
926210	0.488641	0.246653	1.00864e+012
926220	0.448825	0.247845	1.02332e+012
926230	0.408817	0.248925	1.03676e+012
926240	0.368635	0.249893	1.04891e+012
926250	0.328296	0.250749	1.05972e+012
926260	0.287819	0.251492	1.06917e+012
926270	0.247222	0.252123	1.07723e+012
926280	0.206524	0.25264	1.08387e+012
926290	0.165742	0.253043	1.08908e+012
926300	0.124895	0.253334	1.09283e+012
926310	0.0840005	0.25351	1.09512e+012
926320	0.0430779	0.253573	1.09593e+012
926330	0.00214524	0.253522	1.09527e+012
926340	-0.0387792	0.253358	1.09314e+012
926350	-0.0796772	0.253079	1.08954e+012
926360	-0.12053	0.252688	1.08449e+012
926370	-0.16132	0.252183	1.07801e+012
926380	-0.202028	0.251565	1.07011e+012
926390	-0.242637	0.250835	1.06081e+012
926400	-0.283128	0.249992	1.05016e+012
926410	-0.323482	0.249038	1.03817e+012
926420	-0.363683	0.247972	1.0249e+012
926430	-0.403712	0.246795	1.01037e+012
926440	-0.44355	0.245507	9.94641e+011
926450	-0.483181	0.24411	9.77756e+011
926460	-0.522586	0.242604	9.59767e+011
926470	-0.561748	0.240989	9.40729e+011
926480	-0.600649	0.239266	9.20701e+011
926490	-0.639272	0.237437	8.99743e+011
926500	-0.6776	0.235501	8.77919e+011
926510	-0.715616	0.233461	8.55295e+011
926520	-0.753302	0.231316	8.31938e+011
926530	-0.790642	0.229068	8.07917e+011
926540	-0.827619	0.226718	7.83303e+011
926550	-0.864217	0.224266	7.58167e+011
926560	-0.900418	0.221715	7.32584e+011
926570	-0.936208	0.219064	7.06626e+011
926580	-0.971571	0.216316	6.80366e+011
926590	-1.00649	0.213472	6.5388e+011
926600	-1.04095	0.210533	6.27239e+011
926610	-1.07493	0.2075	6.00518e+011
926620	-1.10843	0.204374	5.73789e+011
926630	-1.14142	0.201158	5.47122e+011
926640	-1.17389	0.197852	5.20588e+011
926650	-1.20583	0.194458	4.94255e+011
926660	-1.23722	0.190978	4.68189e+011
926670	-1.26805	0.187412	4.42455e+011
926680	-1.2983	0.183764	4.17115e+011
926690	-1.32796	0.180034	3.92228e+011
926700	-1.35703	0.176224	3.6785e+011
926710	-1.38547	0.172336	3.44035e+011
926720	-1.41329	0.168372	3.20835e+011
926730	-1.44047	0.164333	2.98295e+011
926740	-1.467	0.160221	2.76459e+011
926750	-1.49286	0.156038	2.55367e+011
926760	-1.51805	0.151786	2.35056e+011
926770	-1.54255	0.147467	2.15557e+011
926780	-1.56636	0.143083	1.96898e+011
926790	-1.58945	0.138636	1.79103e+011
926800	-1.61183	0.134128	1.62192e+011
926810	-1.63348	0.12956	1.4618e+011
926820	-1.6544	0.124936	1.31079e+011
926830	-1.67457	0.120256	1.16894e+011
926840	-1.69398	0.115523	1.0363e+011
926850	-1.71263	0.11074	9.12832e+010
926860	-1.7305	0.105909	7.98485e+010
926870	-1.7476	0.10103	6.93153e+010
926880	-1.76391	0.0961079	5.96694e+010
926890	-1.77942	0.0911435	5.08923e+010
926900	-1.79413	0.0861394	4.29615e+010
926910	-1.80804	0.0810978	3.58509e+010
926920	-1.82113	0.0760209	2.95306e+010
926930	-1.8334	0.070911	2.39671e+010
926940	-1.84485	0.0657706	1.91236e+010
926950	-1.85547	0.0606018	1.49599e+010
926960	-1.86525	0.0554069	1.14332e+010
926970	-1.87419	0.0501884	8.49737e+009
926980	-1.88229	0.0449486	6.1041e+009
926990	-1.88955	0.0396897	4.20251e+009
927000	-1.89596	0.0344143	2.73962e+009
927010	-1.90151	0.0291246	1.66056e+009
927020	-1.90621	0.023823	9.08793e+008
927030	-1.91006	0.018512	4.26414e+008
927040	-1.91305	0.0131938	1.54377e+008
927050	-1.91518	0.00787091	3.27754e+007
927060	-1.91645	0.00254568	1.10888e+006
927070	-1.91686	-0.0027795	1.44336e+006
927080	-1.91641	-0.00810224	3.57511e+007
927090	-1.9151	-0.0134202	1.6246e+008
927100	-1.91294	-0.0187309	4.4172e+008
927110	-1.90991	-0.024032	9.32914e+008
927120	-1.90603	-0.0293211	1.6944e+009
927130	-1.9013	-0.0345959	2.78323e+009
927140	-1.89571	-0.039854	4.25492e+009
927150	-1.88928	-0.0450931	6.16318e+009
927160	-1.882	-0.0503108	8.55968e+009
927170	-1.87388	-0.0555047	1.14938e+010
927180	-1.86492	-0.0606726	1.50125e+010
927190	-1.85513	-0.0658122	1.91599e+010
927200	-1.8445	-0.070921	2.39772e+010
927210	-1.83306	-0.0759969	2.95027e+010
927220	-1.82079	-0.0810376	3.57713e+010
927230	-1.80771	-0.0860409	4.28143e+010
927240	-1.79382	-0.0910044	5.06596e+010
927250	-1.77913	-0.095926	5.93312e+010
927260	-1.76364	-0.100804	6.88496e+010
927270	-1.74737	-0.105635	7.92308e+010
927280	-1.73032	-0.110417	9.04873e+010
927290	-1.71249	-0.11515	1.02627e+011
927300	-1.69391	-0.119829	1.15654e+011
927310	-1.67456	-0.124454	1.29568e+011
927320	-1.65447	-0.129022	1.44365e+011
927330	-1.63365	-0.133531	1.60036e+011
927340	-1.61209	-0.137979	1.76568e+011
927350	-1.58982	-0.142364	1.93943e+011
927360	-1.56684	-0.146684	2.12142e+011
927370	-1.54316	-0.150938	2.31137e+011
927380	-1.51879	-0.155123	2.50902e+011
927390	-1.49375	-0.159238	2.71401e+011
927400	-1.46805	-0.16328	2.92598e+011
927410	-1.44169	-0.167248	3.14453e+011
927420	-1.41469	-0.17114	3.36922e+011
927430	-1.38707	-0.174955	3.59957e+011
927440	-1.35883	-0.17869	3.83508e+011
927450	-1.32998	-0.182344	4.07522e+011
927460	-1.30055	-0.185916	4.31942e+011
927470	-1.27053	-0.189404	4.56709e+011
927480	-1.23996	-0.192806	4.81762e+011
927490	-1.20884	-0.19612	5.07039e+011
927500	-1.17718	-0.199346	5.32473e+011
927510	-1.145	-0.202482	5.57999e+011
927520	-1.11231	-0.205526	5.83548e+011
927530	-1.07914	-0.208478	6.09052e+011
927540	-1.04548	-0.211335	6.34439e+011
927550	-1.01137	-0.214097	6.59641e+011
927560	-0.976809	-0.216763	6.84585e+011
927570	-0.941818	-0.21933	7.09201e+011
927580	-0.906413	-0.221799	7.33418e+011
927590	-0.870609	-0.224167	7.57167e+011
927600	-0.834423	-0.226435	7.80378e+011
927610	-0.797871	-0.228601	8.02983e+011
927620	-0.76097	-0.230663	8.24914e+011
927630	-0.723735	-0.232622	8.46107e+011
927640	-0.686185	-0.234476	8.66498e+011
927650	-0.648335	-0.236224	8.86026e+011
927660	-0.610203	-0.237866	9.04632e+011
927670	-0.571805	-0.239401	9.22259e+011
927680	-0.53316	-0.240828	9.38853e+011
927690	-0.494285	-0.242147	9.54364e+011
927700	-0.455196	-0.243358	9.68744e+011
927710	-0.415913	-0.244458	9.81949e+011
927720	-0.376451	-0.245449	9.93938e+011
927730	-0.33683	-0.24633	1.00467e+012
927740	-0.297066	-0.2471	1.01413e+012
927750	-0.257179	-0.247759	1.02226e+012
927760	-0.217185	-0.248307	1.02906e+012
927770	-0.177102	-0.248743	1.03449e+012
927780	-0.136949	-0.249068	1.03854e+012
927790	-0.0967435	-0.24928	1.04121e+012
927800	-0.0565037	-0.249381	1.04248e+012
927810	-0.0162476	-0.249371	1.04234e+012
927820	0.0240067	-0.249248	1.04081e+012
927830	0.0642413	-0.249014	1.03787e+012
927840	0.104438	-0.248668	1.03355e+012
927850	0.144579	-0.24821	1.02786e+012
927860	0.184646	-0.247642	1.02081e+012
927870	0.224621	-0.246962	1.01243e+012
927880	0.264487	-0.246172	1.00275e+012
927890	0.304225	-0.245272	9.91788e+011
927900	0.343818	-0.244262	9.79585e+011
927910	0.383247	-0.243143	9.6618e+011
927920	0.422496	-0.241915	9.51613e+011
927930	0.461547	-0.240578	9.3593e+011
927940	0.500382	-0.239134	9.1918e+011
927950	0.538984	-0.237584	9.01413e+011
927960	0.577336	-0.235927	8.82684e+011
927970	0.61542	-0.234164	8.6305e+011
927980	0.65322	-0.232297	8.42571e+011
927990	0.690718	-0.230327	8.21308e+011
928000	0.727898	-0.228253	7.99325e+011
928010	0.764744	-0.226077	7.76687e+011
928020	0.801238	-0.223801	7.53461e+011
928030	0.837365	-0.221425	7.29716e+011
928040	0.873108	-0.21895	7.05519e+011
928050	0.908452	-0.216377	6.80942e+011
928060	0.94338	-0.213708	6.56053e+011
928070	0.977878	-0.210944	6.30924e+011
928080	1.01193	-0.208086	6.05623e+011
928090	1.04552	-0.205135	5.80222e+011
928100	1.07863	-0.202093	5.54788e+011
928110	1.11126	-0.198961	5.29391e+011
928120	1.14337	-0.19574	5.04097e+011
928130	1.17497	-0.192432	4.78971e+011
928140	1.20603	-0.189039	4.54077e+011
928150	1.23655	-0.185562	4.29478e+011
928160	1.2665	-0.182002	4.05233e+011
928170	1.29588	-0.178362	3.81399e+011
928180	1.32467	-0.174642	3.58032e+011
928190	1.35287	-0.170845	3.35183e+011
928200	1.38044	-0.166972	3.12901e+011
928210	1.4074	-0.163025	2.91232e+011
928220	1.43371	-0.159006	2.7022e+011
928230	1.45938	-0.154917	2.49902e+011
928240	1.48439	-0.150759	2.30315e+011
928250	1.50872	-0.146534	2.1149e+011
928260	1.53238	-0.142245	1.93456e+011
928270	1.55534	-0.137892	1.76236e+011
928280	1.5776	-0.133479	1.59851e+011
928290	1.59915	-0.129007	1.44316e+011
928300	1.61997	-0.124478	1.29645e+011
928310	1.64006	-0.119895	1.15844e+011
928320	1.65942	-0.115258	1.02918e+011
928330	1.67802	-0.110571	9.0866e+010
928340	1.69587	-0.105836	7.96841e+010
928350	1.71296	-0.101054	6.93637e+010
928360	1.72927	-0.0962276	5.98927e+010
928370	1.7448	-0.0913594	5.12547e+010
928380	1.75955	-0.0864513	4.34298e+010
928390	1.77351	-0.0815055	3.63944e+010
928400	1.78666	-0.0765243	3.01212e+010
928410	1.79901	-0.0715098	2.45794e+010
928420	1.81056	-0.0664645	1.97353e+010
928430	1.82129	-0.0613905	1.55517e+010
928440	1.8312	-0.05629	1.19886e+010
928450	1.84028	-0.0511655	9.00339e+009
928460	1.84854	-0.0460192	6.55075e+009
928470	1.85597	-0.0408534	4.58309e+009
928480	1.86257	-0.0356705	3.0507e+009
928490	1.86832	-0.0304727	1.90198e+009
928500	1.87324	-0.0252624	1.08367e+009
928510	1.87732	-0.0200419	5.41119e+008
928520	1.88056	-0.0148137	2.18505e+008
928530	1.88295	-0.00957994	5.90966e+007
928540	1.88449	-0.00434309	5.50642e+006
928550	1.8852	0.000894542	48114.5
928560	1.88505	0.00613059	1.54875e+007
928570	1.88406	0.0113627	9.86101e+007
928580	1.88223	0.0165886	3.06833e+008
928590	1.87955	0.0218058	6.96935e+008
928600	1.87603	0.0270121	1.3248e+009
928610	1.87167	0.0322052	2.24518e+009
928620	1.86647	0.0373826	3.51141e+009
928630	1.86044	0.0425421	5.17524e+009
928640	1.85357	0.0476813	7.28651e+009
928650	1.84587	0.0527981	9.89301e+009
928660	1.83735	0.05789	1.30402e+010
928670	1.828	0.0629548	1.67711e+010
928680	1.81784	0.0679902	2.11258e+010
928690	1.80687	0.0729941	2.61419e+010
928700	1.79508	0.077964	3.18535e+010
928710	1.7825	0.0828979	3.82918e+010
928720	1.76912	0.0877936	4.54844e+010
928730	1.75494	0.0926487	5.34555e+010
928740	1.73999	0.0974613	6.22258e+010
928750	1.72426	0.102229	7.18119e+010
928760	1.70775	0.10695	8.2227e+010
928770	1.69049	0.111622	9.34802e+010
928780	1.67247	0.116242	1.05577e+011
928790	1.65371	0.12081	1.18517e+011
928800	1.63421	0.125322	1.323e+011
928810	1.61398	0.129778	1.46917e+011
928820	1.59303	0.134173	1.62358e+011
928830	1.57137	0.138508	1.78608e+011
928840	1.54901	0.14278	1.95649e+011
928850	1.52596	0.146987	2.13457e+011
928860	1.50223	0.151127	2.32005e+011
928870	1.47784	0.155198	2.51265e+011
928880	1.45279	0.159199	2.71202e+011
928890	1.42709	0.163127	2.91778e+011
928900	1.40075	0.166982	3.12953e+011
928910	1.3738	0.17076	3.34683e+011
928920	1.34623	0.174461	3.56922e+011
928930	1.31807	0.178084	3.79618e+011
928940	1.28933	0.181625	4.02719e+011
928950	1.26001	0.185085	4.26171e+011
928960	1.23013	0.18846	4.49917e+011
928970	1.19971	0.19175	4.73895e+011
928980	1.16876	0.194954	4.98046e+011
928990	1.13728	0.198069	5.22307e+011
929000	1.10531	0.201095	5.46612e+011
929010	1.07285	0.20403	5.70897e+011
929020	1.03991	0.206873	5.95095e+011
929030	1.00652	0.209623	6.1914e+011
929040	0.972683	0.212278	6.42963e+011
929050	0.938416	0.214837	6.66499e+011
929060	0.903736	0.217299	6.89678e+011
929070	0.868659	0.219663	7.12435e+011
929080	0.8332	0.221928	7.34704e+011
929090	0.797376	0.224093	7.56418e+011
929100	0.761202	0.226158	7.77514e+011
929110	0.724694	0.22812	7.97929e+011
929120	0.68787	0.22998	8.17602e+011
929130	0.650746	0.231736	8.36475e+011
929140	0.613339	0.233387	8.54489e+011
929150	0.575664	0.234934	8.71591e+011
929160	0.53774	0.236375	8.87728e+011
929170	0.499584	0.23771	9.02852e+011
929180	0.461212	0.238938	9.16915e+011
929190	0.422641	0.240058	9.29874e+011
929200	0.38389	0.241071	9.4169e+011
929210	0.344976	0.241975	9.52326e+011
929220	0.305915	0.242771	9.6175e+011
929230	0.266726	0.243457	9.69931e+011
929240	0.227427	0.244034	9.76846e+011
929250	0.188034	0.244502	9.82472e+011
929260	0.148565	0.24486	9.86792e+011
929270	0.109039	0.245108	9.89794e+011
929280	0.0694729	0.245246	9.91467e+011
929290	0.0298844	0.245274	9.91807e+011
929300	-0.00970856	0.245192	9.90813e+011
929310	-0.0492883	0.245	9.88488e+011
929320	-0.0888371	0.244698	9.84841e+011
929330	-0.128337	0.244287	9.79883e+011
929340	-0.167771	0.243766	9.73629e+011
929350	-0.207121	0.243136	9.661e+011
929360	-0.246368	0.242397	9.57319e+011
929370	-0.285497	0.24155	9.47314e+011
929380	-0.324489	0.240594	9.36116e+011
929390	-0.363327	0.239531	9.23761e+011
929400	-0.401993	0.238361	9.10286e+011
929410	-0.44047	0.237084	8.95735e+011
929420	-0.478741	0.235701	8.80151e+011
929430	-0.516788	0.234212	8.63582e+011
929440	-0.554596	0.232619	8.4608e+011
929450	-0.592146	0.230922	8.27698e+011
929460	-0.629422	0.229122	8.08491e+011
929470	-0.666408	0.22722	7.88518e+011
929480	-0.703087	0.225216	7.67839e+011
929490	-0.739442	0.223111	7.46514e+011
929500	-0.775458	0.220907	7.24608e+011
929510	-0.811117	0.218605	7.02185e+011
929520	-0.846405	0.216204	6.79309e+011
929530	-0.881306	0.213708	6.56048e+011
929540	-0.915803	0.211116	6.32467e+011
929550	-0.949882	0.20843	6.08633e+011
929560	-0.983528	0.205651	5.84613e+011
929570	-1.01672	0.202781	5.60475e+011
929580	-1.04946	0.19982	5.36282e+011
929590	-1.08171	0.196771	5.12102e+011
929600	-1.11348	0.193634	4.87997e+011
929610	-1.14473	0.19041	4.64031e+011
929620	-1.17547	0.187103	4.40264e+011
929630	-1.20567	0.183712	4.16758e+011
929640	-1.23533	0.180239	3.93568e+011
929650	-1.26442	0.176686	3.70751e+011
929660	-1.29295	0.173055	3.48359e+011
929670	-1.32088	0.169347	3.26443e+011
929680	-1.34822	0.165564	3.05051e+011
929690	-1.37494	0.161708	2.84228e+011
929700	-1.40105	0.15778	2.64014e+011
929710	-1.42652	0.153782	2.44449e+011
929720	-1.45134	0.149716	2.25568e+011
929730	-1.47551	0.145584	2.07401e+011
929740	-1.49901	0.141387	1.89978e+011
929750	-1.52183	0.137128	1.73322e+011
929760	-1.54397	0.132808	1.57453e+011
929770	-1.56541	0.12843	1.42389e+011
929780	-1.58614	0.123996	1.28142e+011
929790	-1.60615	0.119506	1.14722e+011
929800	-1.62545	0.114964	1.02132e+011
929810	-1.644	0.110372	9.03753e+010
929820	-1.66182	0.105731	7.94476e+010
929830	-1.67889	0.101044	6.93429e+010
929840	-1.6952	0.0963122	6.00506e+010
929850	-1.71075	0.0915385	5.15567e+010
929860	-1.72552	0.0867249	4.38435e+010
929870	-1.73952	0.0818734	3.68895e+010
929880	-1.75274	0.0769863	3.06701e+010
929890	-1.76516	0.0720658	2.51572e+010
929900	-1.7768	0.0671141	2.03196e+010
929910	-1.78763	0.0621334	1.61232e+010
929920	-1.79766	0.057126	1.25307e+010
929930	-1.80688	0.0520941	9.50253e+009
929940	-1.81529	0.0470399	6.99639e+009
929950	-1.82289	0.0419658	4.96776e+009
929960	-1.82966	0.036874	3.37004e+009
929970	-1.83561	0.0317668	2.15474e+009
929980	-1.84074	0.0266465	1.27173e+009
929990	-1.84504	0.0215154	6.6946e+008
930000	-1.84851	0.0163759	2.95179e+008
930010	-1.85116	0.0112301	9.51967e+007
930020	-1.85297	0.00608042	1.51103e+007
930030	-1.85395	0.000929184	53923.6
930040	-1.8541	-0.00422131	5.0561e+006
930050	-1.85342	-0.00936876	5.52739e+007
930060	-1.85191	-0.0145108	2.05377e+008
930070	-1.84957	-0.0196453	5.09622e+008
930080	-1.8464	-0.0247697	1.0215e+009
930090	-1.8424	-0.029882	1.7935e+009
930100	-1.83757	-0.0349796	2.87687e+009
930110	-1.83193	-0.0400605	4.32138e+009
930120	-1.82546	-0.0451222	6.17512e+009
930130	-1.81818	-0.0501626	8.48426e+009
930140	-1.81008	-0.0551793	1.12929e+010
930150	-1.80117	-0.0601702	1.46426e+010
930160	-1.79146	-0.065133	1.85728e+010
930170	-1.78094	-0.0700655	2.31199e+010
930180	-1.76963	-0.0749654	2.83176e+010
930190	-1.75753	-0.0798306	3.41966e+010
930200	-1.74465	-0.084659	4.07843e+010
930210	-1.73098	-0.0894483	4.8105e+010
930220	-1.71654	-0.0941964	5.61794e+010
930230	-1.70134	-0.0989012	6.50248e+010
930240	-1.68537	-0.103561	7.46549e+010
930250	-1.66865	-0.108173	8.50796e+010
930260	-1.65119	-0.112735	9.63052e+010
930270	-1.63299	-0.117246	1.08334e+011
930280	-1.61407	-0.121703	1.21165e+011
930290	-1.59442	-0.126105	1.34793e+011
930300	-1.57407	-0.130449	1.49209e+011
930310	-1.55301	-0.134733	1.644e+011
930320	-1.53126	-0.138957	1.80349e+011
930330	-1.50883	-0.143117	1.97036e+011
930340	-1.48573	-0.147212	2.14438e+011
930350	-1.46196	-0.15124	2.32526e+011
930360	-1.43755	-0.155199	2.5127e+011
930370	-1.4125	-0.159088	2.70635e+011
930380	-1.38682	-0.162904	2.90585e+011
930390	-1.36052	-0.166647	3.11077e+011
930400	-1.33362	-0.170314	3.32068e+011
930410	-1.30612	-0.173904	3.53512e+011
930420	-1.27805	-0.177415	3.7536e+011
